index,x,y,z,yaw,pitch,roll,latitude,longitude,altitude,segment_distance_m,distance_traveled_m
168,-715.806518554688,-740.2861328125,0,337.786334991455,0,180,39.6818966974192,-75.7564101776498,0,0.20002662250534,33.2675221505884
169,-715.621215820313,-740.36181640625,0,337.789333343506,0,180,39.6818960174764,-75.7564080144999,0,0.20016270813957,33.467684858728
170,-715.435974121094,-740.4375,0,337.792310714722,0,180,39.6818953375336,-75.7564058520624,0,0.200106205531875,33.6677910642599
171,-715.250671386719,-740.513061523438,0,337.795269012451,0,180,39.6818946586875,-75.7564036889124,0,0.200116583998048,33.8679076482579
172,-715.065490722656,-740.588684082031,0,337.798208236694,0,180,39.6818939792931,-75.7564015271875,0,0.20002662250534,34.0679342707633
173,-714.880187988281,-740.664245605469,0,337.801126480103,0,180,39.6818933004469,-75.7563993640375,0,0.200116583998048,34.2680508547613
174,-714.694946289063,-740.739868164063,0,337.804025650024,0,180,39.6818926210524,-75.7563972016001,0,0.200083128968224,34.4681339837295
175,-714.509643554688,-740.815490722656,0,337.80690574646,0,180,39.681891941658,-75.7563950384501,0,0.200139638090801,34.6682736218203
176,-714.324401855469,-740.891052246094,0,337.809764862061,0,180,39.6818912628118,-75.7563928760126,0,0.200060068363593,34.8683336901839
177,-714.139099121094,-740.966613769531,0,337.812606811523,0,180,39.6818905839657,-75.7563907128627,0,0.200116583998048,35.068450274182
178,-713.953857421875,-741.042175292969,0,337.815427780151,0,180,39.6818899051195,-75.7563885504252,0,0.200060068363593,35.2685103425456
179,-713.7685546875,-741.117736816406,0,337.818227767944,0,180,39.6818892262734,-75.7563863872752,0,0.200116583998048,35.4686269265436
180,-713.583312988281,-741.193298339844,0,337.821008682251,0,180,39.6818885474272,-75.7563842248378,0,0.200060068363593,35.6686869949072
181,-713.398010253906,-741.268737792969,0,337.823770523071,0,180,39.6818878696777,-75.7563820616878,0,0.200070523702646,35.8687575186098
182,-713.212707519531,-741.344360351563,0,337.826513290405,0,180,39.6818871902832,-75.7563798985378,0,0.200139638090801,36.0688971567006
183,-713.02734375,-741.419799804688,0,337.829236984253,0,180,39.6818865125336,-75.7563777346754,0,0.200127054999152,36.2690242116998
184,-712.842102050781,-741.495300292969,0,337.831939697266,0,180,39.6818858342358,-75.7563755722379,0,0.200037023723502,36.4690612354233
185,-712.656799316406,-741.57080078125,0,337.834621429443,0,180,39.6818851559379,-75.756373409088,0,0.200093545866824,36.6691547812901
